# ts	v	v_base	v_vis	v_occ	v_lkg	cap_visible	cap_occl	final
997.406	29.338	5.793	6.007	70.000	6.007	5.793	70.000	5.793
997.455	29.267	5.627	5.793	70.000	5.793	5.627	70.000	5.627
997.506	29.183	5.528	5.627	70.000	5.627	5.528	70.000	5.528
997.553	29.182	5.458	5.528	70.000	5.528	5.458	70.000	5.458
997.606	29.111	5.316	5.458	70.000	5.458	5.316	70.000	5.316
997.656	29.036	5.368	5.316	70.000	5.316	5.368	70.000	5.368
997.706	29.020	5.500	5.368	70.000	5.368	5.500	70.000	5.500
997.756	28.947	5.532	5.500	70.000	5.500	5.532	70.000	5.532
997.805	28.874	5.569	5.532	70.000	5.532	5.569	70.000	5.569
997.856	28.796	5.640	5.569	70.000	5.569	5.640	70.000	5.640
997.906	28.737	5.648	5.640	70.000	5.640	5.648	70.000	5.648
997.957	28.663	5.642	5.648	70.000	5.648	5.642	70.000	5.642
998.006	28.625	5.647	5.642	70.000	5.642	5.647	70.000	5.647
998.056	28.594	5.584	5.647	70.000	5.647	5.584	70.000	5.584
998.106	28.565	5.695	5.584	70.000	5.584	5.695	70.000	5.695
998.156	28.528	5.619	5.695	70.000	5.695	5.619	70.000	5.619
998.200	28.505	5.531	5.619	70.000	5.619	5.531	70.000	5.531
998.257	28.457	5.488	5.531	70.000	5.531	5.488	70.000	5.488
998.302	28.404	5.550	5.488	70.000	5.488	5.550	70.000	5.550
998.356	28.352	5.440	5.550	70.000	5.550	5.440	70.000	5.440
998.406	28.306	5.426	5.440	70.000	5.440	5.426	70.000	5.426
998.457	28.225	5.377	5.426	70.000	5.426	5.377	70.000	5.377
998.506	28.189	5.483	5.377	70.000	5.377	5.483	70.000	5.483
998.556	28.127	5.976	5.483	70.000	5.483	5.976	70.000	5.976
998.603	28.059	6.414	5.976	70.000	5.976	6.414	70.000	6.414
998.653	27.994	6.497	6.414	70.000	6.414	6.497	70.000	6.497
998.706	27.909	6.611	6.497	70.000	6.497	6.611	70.000	6.611
998.756	27.856	6.330	6.611	70.000	6.611	6.330	70.000	6.330
998.806	27.791	6.181	6.330	70.000	6.330	6.181	70.000	6.181
998.852	27.758	5.998	6.181	70.000	6.181	5.998	70.000	5.998
998.906	27.688	6.003	5.998	70.000	5.998	6.003	70.000	6.003
998.956	27.629	5.949	6.003	70.000	6.003	5.949	70.000	5.949
999.007	27.570	5.765	5.949	70.000	5.949	5.765	70.000	5.765
999.054	27.517	5.616	5.765	70.000	5.765	5.616	70.000	5.616
999.104	27.450	5.521	5.616	70.000	5.616	5.521	70.000	5.521
999.156	27.417	5.516	5.521	70.000	5.521	5.516	70.000	5.516
999.205	27.361	5.486	5.516	70.000	5.516	5.486	70.000	5.486
999.256	27.293	5.290	5.486	70.000	5.486	5.290	70.000	5.290
999.306	27.237	5.234	5.290	70.000	5.290	5.234	70.000	5.234
999.356	27.177	5.529	5.234	70.000	5.234	5.529	70.000	5.529
999.402	27.121	5.519	5.529	70.000	5.529	5.519	70.000	5.519
999.455	27.044	5.541	5.519	70.000	5.519	5.541	70.000	5.541
999.506	26.975	5.653	5.541	70.000	5.541	5.653	70.000	5.653
999.553	26.945	5.644	5.653	70.000	5.653	5.644	70.000	5.644
999.605	26.905	5.756	5.644	70.000	5.644	5.756	70.000	5.756
999.658	26.846	5.642	5.756	70.000	5.756	5.642	70.000	5.642
999.707	26.787	5.545	5.642	70.000	5.642	5.545	70.000	5.545
999.756	26.732	5.514	5.545	70.000	5.545	5.514	70.000	5.514
999.806	26.706	5.562	5.514	70.000	5.514	5.562	70.000	5.562
999.856	26.700	5.502	5.562	70.000	5.562	5.502	70.000	5.502
999.907	26.717	5.692	5.502	70.000	5.502	5.692	70.000	5.692
999.956	26.754	5.601	5.692	70.000	5.692	5.601	70.000	5.601
1000.006	26.782	5.635	5.601	70.000	5.601	5.635	70.000	5.635
1000.056	26.805	5.601	5.635	70.000	5.635	5.601	70.000	5.601
1000.106	26.855	5.493	5.601	70.000	5.601	5.493	70.000	5.493
1000.157	26.905	5.548	5.493	70.000	5.493	5.548	70.000	5.548
1000.207	26.937	5.483	5.548	70.000	5.548	5.483	70.000	5.483
1000.256	26.970	5.431	5.483	70.000	5.483	5.431	70.000	5.431
1000.306	27.014	5.366	5.431	70.000	5.431	5.366	70.000	5.366
1000.352	27.037	5.179	5.366	70.000	5.366	5.179	70.000	5.179
1000.406	27.084	5.254	5.179	70.000	5.179	5.254	70.000	5.254
1000.456	27.124	5.111	5.254	70.000	5.254	5.111	70.000	5.111
1000.506	27.167	5.334	5.111	70.000	5.111	5.334	70.000	5.334
1000.556	27.212	5.444	5.334	70.000	5.334	5.444	70.000	5.444
1000.603	27.257	5.392	5.444	70.000	5.444	5.392	70.000	5.392
1000.656	27.292	5.381	5.392	70.000	5.392	5.381	70.000	5.381
1000.706	27.324	5.266	5.381	70.000	5.381	5.266	70.000	5.266
1000.756	27.365	5.082	5.266	70.000	5.266	5.082	70.000	5.082
1000.806	27.411	5.025	5.082	70.000	5.082	5.025	70.000	5.025
1000.853	27.452	5.046	5.025	70.000	5.025	5.046	70.000	5.046
1000.907	27.495	4.951	5.046	70.000	5.046	4.951	70.000	4.951
1000.956	27.546	4.902	4.951	70.000	4.951	4.902	70.000	4.902
1001.007	27.599	4.947	4.902	70.000	4.902	4.947	70.000	4.947
1001.056	27.633	4.956	4.947	70.000	4.947	4.956	70.000	4.956
1001.106	27.664	4.957	4.956	70.000	4.956	4.957	70.000	4.957
1001.156	27.713	4.915	4.957	70.000	4.957	4.915	70.000	4.915
1001.206	27.753	4.929	4.915	70.000	4.915	4.929	70.000	4.929
1001.256	27.816	4.931	4.929	70.000	4.929	4.931	70.000	4.931
1001.307	27.848	4.850	4.931	70.000	4.931	4.850	70.000	4.850
1001.354	27.889	4.769	4.850	70.000	4.850	4.769	70.000	4.769
1001.406	27.927	4.670	4.769	70.000	4.769	4.670	70.000	4.670
1001.456	27.974	4.628	4.670	70.000	4.670	4.628	70.000	4.628
1001.502	28.006	4.693	4.628	70.000	4.628	4.693	70.000	4.693
1001.556	28.055	4.746	4.693	70.000	4.693	4.746	70.000	4.746
1001.602	28.088	4.785	4.746	70.000	4.746	4.785	70.000	4.785
1001.656	28.152	4.749	4.785	70.000	4.785	4.749	70.000	4.749
1001.706	28.170	4.721	4.749	70.000	4.749	4.721	70.000	4.721
1001.756	28.204	4.690	4.721	70.000	4.721	4.690	70.000	4.690
1001.806	28.230	4.755	4.690	70.000	4.690	4.755	70.000	4.755
1001.856	28.264	4.774	4.755	70.000	4.755	4.774	70.000	4.774
1001.906	28.311	4.698	4.774	70.000	4.774	4.698	70.000	4.698
1001.952	28.351	4.640	4.698	70.000	4.698	4.640	70.000	4.640
1002.006	28.388	4.532	4.640	70.000	4.640	4.532	70.000	4.532
1002.056	28.440	4.559	4.532	70.000	4.532	4.559	70.000	4.559
1002.106	28.456	4.452	4.559	70.000	4.559	4.452	70.000	4.452
1002.156	28.487	4.443	4.452	70.000	4.452	4.443	70.000	4.443
1002.206	28.515	4.418	4.443	70.000	4.443	4.418	70.000	4.418
1002.256	28.540	4.371	4.418	70.000	4.418	4.371	70.000	4.371
1002.303	28.578	4.421	4.371	70.000	4.371	4.421	70.000	4.421
1002.357	28.616	4.440	4.421	70.000	4.421	4.440	70.000	4.440
1002.408	28.649	4.420	4.440	70.000	4.440	4.420	70.000	4.420
1002.456	28.692	4.387	4.420	70.000	4.420	4.387	70.000	4.387
1002.507	28.714	4.372	4.387	70.000	4.387	4.372	70.000	4.372
1002.556	28.738	4.345	4.372	70.000	4.372	4.345	70.000	4.345
1002.600	28.764	4.335	4.345	70.000	4.345	4.335	70.000	4.335
1002.657	28.798	4.308	4.335	70.000	4.335	4.308	70.000	4.308
1002.702	28.813	4.249	4.308	70.000	4.308	4.249	70.000	4.249
1002.754	28.842	4.245	4.249	70.000	4.249	4.245	70.000	4.245
1002.806	28.865	4.313	4.245	70.000	4.245	4.313	70.000	4.313
1002.856	28.887	4.350	4.313	70.000	4.313	4.350	70.000	4.350
1002.906	28.909	4.400	4.350	70.000	4.350	4.400	70.000	4.400
1002.953	28.929	4.440	4.400	70.000	4.400	4.440	70.000	4.440
1003.003	28.945	4.450	4.440	70.000	4.440	4.450	70.000	4.450
1003.056	28.964	4.489	4.450	70.000	4.450	4.489	70.000	4.489
1003.106	28.993	4.458	4.489	70.000	4.489	4.458	70.000	4.458
1003.156	29.005	4.439	4.458	70.000	4.458	4.439	70.000	4.439
1003.206	29.027	4.473	4.439	70.000	4.439	4.473	70.000	4.473
1003.256	29.044	4.451	4.473	70.000	4.473	4.451	70.000	4.451
1003.306	29.058	4.473	4.451	70.000	4.451	4.473	70.000	4.473
1003.352	29.068	4.470	4.473	70.000	4.473	4.470	70.000	4.470
1003.406	29.086	4.555	4.470	70.000	4.470	4.555	70.000	4.555
1003.456	29.099	4.607	4.555	70.000	4.555	4.607	70.000	4.607
1003.506	29.122	4.597	4.607	70.000	4.607	4.597	70.000	4.597
1003.556	29.137	4.587	4.597	70.000	4.597	4.587	70.000	4.587
1003.602	29.152	4.543	4.587	70.000	4.587	4.543	70.000	4.543
1003.657	29.164	4.495	4.543	70.000	4.543	4.495	70.000	4.495
1003.707	29.173	4.415	4.495	70.000	4.495	4.415	70.000	4.415
1003.756	29.183	4.382	4.415	70.000	4.415	4.382	70.000	4.382
1003.803	29.196	4.410	4.382	70.000	4.382	4.410	70.000	4.410
1003.856	29.219	4.443	4.410	70.000	4.410	4.443	70.000	4.443
1003.906	29.237	4.548	4.443	70.000	4.443	4.548	70.000	4.548
1003.957	29.246	4.609	4.548	70.000	4.548	4.609	70.000	4.609
1004.006	29.259	4.635	4.609	70.000	4.609	4.635	70.000	4.635
1004.056	29.264	4.605	4.635	70.000	4.635	4.605	70.000	4.605
1004.106	29.277	4.653	4.605	70.000	4.605	4.653	70.000	4.653
1004.154	29.295	4.699	4.653	70.000	4.653	4.699	70.000	4.699
1004.206	29.296	4.757	4.699	70.000	4.699	4.757	70.000	4.757
1004.257	29.302	4.769	4.757	70.000	4.757	4.769	70.000	4.769
1004.307	29.309	4.817	4.769	70.000	4.769	4.817	70.000	4.817
1004.356	29.324	4.846	4.817	70.000	4.817	4.846	70.000	4.846
1004.406	29.336	4.892	4.846	70.000	4.846	4.892	70.000	4.892
1004.455	29.350	4.904	4.892	70.000	4.892	4.904	70.000	4.904
1004.506	29.356	4.939	4.904	70.000	4.904	4.939	70.000	4.939
1004.557	29.364	4.918	4.939	70.000	4.939	4.918	70.000	4.918
1004.607	29.366	4.925	4.918	70.000	4.918	4.925	70.000	4.925
1004.656	29.367	4.937	4.925	70.000	4.925	4.937	70.000	4.937
1004.706	29.363	4.927	4.937	70.000	4.937	4.927	70.000	4.927
1004.753	29.363	4.901	4.927	70.000	4.927	4.901	70.000	4.901
1004.806	29.364	4.895	4.901	70.000	4.901	4.895	70.000	4.895
1004.856	29.354	4.913	4.895	70.000	4.895	4.913	70.000	4.913
1004.902	29.346	4.953	4.913	70.000	4.913	4.953	70.000	4.953
1004.953	29.338	4.971	4.953	70.000	4.953	4.971	70.000	4.971
1005.002	29.325	5.013	4.971	70.000	4.971	5.013	70.000	5.013
1005.056	29.298	5.055	5.013	70.000	5.013	5.055	70.000	5.055
1005.106	29.269	5.102	5.055	70.000	5.055	5.102	70.000	5.102
1005.156	29.227	5.062	5.102	70.000	5.102	5.062	70.000	5.062
1005.206	29.201	5.046	5.062	70.000	5.062	5.046	70.000	5.046
1005.256	29.175	5.002	5.046	70.000	5.046	5.002	70.000	5.002
1005.306	29.139	4.995	5.002	70.000	5.002	4.995	70.000	4.995
1005.356	29.090	4.974	4.995	70.000	4.995	4.974	70.000	4.974
1005.407	29.067	4.935	4.974	70.000	4.974	4.935	70.000	4.935
1005.453	29.032	4.915	4.935	70.000	4.935	4.915	70.000	4.915
1005.504	29.005	4.933	4.915	70.000	4.915	4.933	70.000	4.933
1005.556	28.974	4.937	4.933	70.000	4.933	4.937	70.000	4.937
1005.606	28.938	4.941	4.937	70.000	4.937	4.941	70.000	4.941
1005.657	28.887	4.973	4.941	70.000	4.941	4.973	70.000	4.973
1005.707	28.850	5.012	4.973	70.000	4.973	5.012	70.000	5.012
1005.757	28.801	5.051	5.012	70.000	5.012	5.051	70.000	5.051
1005.806	28.762	5.088	5.051	70.000	5.051	5.088	70.000	5.088
1005.856	28.707	5.122	5.088	70.000	5.088	5.122	70.000	5.122
1005.906	28.661	5.162	5.122	70.000	5.122	5.162	70.000	5.162
1005.956	28.621	5.227	5.162	70.000	5.162	5.227	70.000	5.227
1006.004	28.580	5.262	5.227	70.000	5.227	5.262	70.000	5.262
1006.056	28.517	5.293	5.262	70.000	5.262	5.293	70.000	5.293
1006.106	28.474	5.315	5.293	70.000	5.293	5.315	70.000	5.315
1006.156	28.408	5.331	5.315	70.000	5.315	5.331	70.000	5.331
1006.206	28.384	5.312	5.331	70.000	5.331	5.312	70.000	5.312
1006.252	28.340	5.292	5.312	70.000	5.312	5.292	70.000	5.292
1006.303	28.277	5.306	5.292	70.000	5.292	5.306	70.000	5.306
1006.356	28.220	5.325	5.306	70.000	5.306	5.325	70.000	5.325
1006.403	28.173	5.344	5.325	70.000	5.325	5.344	70.000	5.344
1006.456	28.140	5.369	5.344	70.000	5.344	5.369	70.000	5.369
1006.504	28.125	5.398	5.369	70.000	5.369	5.398	70.000	5.398
1006.556	28.120	5.412	5.398	70.000	5.398	5.412	70.000	5.412
1006.603	28.121	5.408	5.412	70.000	5.412	5.408	70.000	5.408
1006.655	28.142	5.415	5.408	70.000	5.408	5.415	70.000	5.415
1006.706	28.155	5.407	5.415	70.000	5.415	5.407	70.000	5.407
1006.756	28.184	5.394	5.407	70.000	5.407	5.394	70.000	5.394
1006.806	28.198	5.377	5.394	70.000	5.394	5.377	70.000	5.377
1006.856	28.215	5.375	5.377	70.000	5.377	5.375	70.000	5.375
1006.904	28.235	5.348	5.375	70.000	5.375	5.348	70.000	5.348
1006.956	28.261	5.312	5.348	70.000	5.348	5.312	70.000	5.312
1007.006	28.288	5.287	5.312	70.000	5.312	5.287	70.000	5.287
1007.056	28.304	5.257	5.287	70.000	5.287	5.257	70.000	5.257
1007.102	28.321	5.255	5.257	70.000	5.257	5.255	70.000	5.255
1007.156	28.357	5.271	5.255	70.000	5.255	5.271	70.000	5.271
1007.203	28.366	5.288	5.271	70.000	5.271	5.288	70.000	5.288
1007.256	28.400	5.311	5.288	70.000	5.288	5.311	70.000	5.311
1007.306	28.402	5.314	5.311	70.000	5.311	5.314	70.000	5.314
1007.356	28.428	5.317	5.314	70.000	5.314	5.317	70.000	5.317
1007.403	28.444	5.324	5.317	70.000	5.317	5.324	70.000	5.324
1007.456	28.465	5.344	5.324	70.000	5.324	5.344	70.000	5.344
1007.506	28.480	5.362	5.344	70.000	5.344	5.362	70.000	5.362
1007.556	28.501	5.394	5.362	70.000	5.362	5.394	70.000	5.394
1007.606	28.513	5.432	5.394	70.000	5.394	5.432	70.000	5.432
1007.656	28.533	5.471	5.432	70.000	5.432	5.471	70.000	5.471
1007.706	28.548	5.468	5.471	70.000	5.471	5.468	70.000	5.468
1007.757	28.575	5.459	5.468	70.000	5.468	5.459	70.000	5.459
1007.806	28.597	5.431	5.459	70.000	5.459	5.431	70.000	5.431
1007.856	28.624	5.413	5.431	70.000	5.431	5.413	70.000	5.413
1007.907	28.649	5.443	5.413	70.000	5.413	5.443	70.000	5.443
1007.958	28.656	5.459	5.443	70.000	5.443	5.459	70.000	5.459
1008.007	28.665	5.455	5.459	70.000	5.459	5.455	70.000	5.455
1008.057	28.671	5.454	5.455	70.000	5.455	5.454	70.000	5.454
1008.106	28.689	5.435	5.454	70.000	5.454	5.435	70.000	5.435
1008.156	28.695	5.419	5.435	70.000	5.435	5.419	70.000	5.419
1008.207	28.702	5.385	5.419	70.000	5.419	5.385	70.000	5.385
1008.256	28.709	5.362	5.385	70.000	5.385	5.362	70.000	5.362
1008.306	28.723	5.352	5.362	70.000	5.362	5.352	70.000	5.352
1008.356	28.730	5.364	5.352	70.000	5.352	5.364	70.000	5.364
1008.407	28.745	5.350	5.364	70.000	5.364	5.350	70.000	5.350
1008.456	28.753	5.353	5.350	70.000	5.350	5.353	70.000	5.353
1008.506	28.796	5.326	5.353	70.000	5.353	5.326	70.000	5.326
1008.552	28.818	5.325	5.326	70.000	5.326	5.325	70.000	5.325
1008.605	28.844	5.309	5.325	70.000	5.325	5.309	70.000	5.309
1008.654	28.860	5.309	5.309	70.000	5.309	5.309	70.000	5.309
1008.706	28.865	5.317	5.309	70.000	5.309	5.317	70.000	5.317
1008.756	28.880	5.315	5.317	70.000	5.317	5.315	70.000	5.315
1008.806	28.887	5.324	5.315	70.000	5.315	5.324	70.000	5.324
1008.856	28.887	5.359	5.324	70.000	5.324	5.359	70.000	5.359
1008.907	28.881	5.355	5.359	70.000	5.359	5.355	70.000	5.355
1008.955	28.872	5.355	5.355	70.000	5.355	5.355	70.000	5.355
1009.006	28.866	5.356	5.355	70.000	5.355	5.356	70.000	5.356
1009.053	28.858	5.366	5.356	70.000	5.356	5.366	70.000	5.366
1009.106	28.839	5.359	5.366	70.000	5.366	5.359	70.000	5.359
1009.156	28.818	5.356	5.359	70.000	5.359	5.356	70.000	5.356
1009.202	28.811	5.336	5.356	70.000	5.356	5.336	70.000	5.336
1009.251	28.791	5.342	5.336	70.000	5.336	5.342	70.000	5.342
1009.306	28.773	5.355	5.342	70.000	5.342	5.355	70.000	5.355
1009.356	28.756	5.360	5.355	70.000	5.355	5.360	70.000	5.360
1009.406	28.728	5.353	5.360	70.000	5.360	5.353	70.000	5.353
1009.456	28.712	5.324	5.353	70.000	5.353	5.324	70.000	5.324
1009.501	28.694	5.319	5.324	70.000	5.324	5.319	70.000	5.319
1009.552	28.665	5.285	5.319	70.000	5.319	5.285	70.000	5.285
1009.606	28.644	5.298	5.285	70.000	5.285	5.298	70.000	5.298
1009.656	28.617	5.318	5.298	70.000	5.298	5.318	70.000	5.318
1009.706	28.579	5.273	5.318	70.000	5.318	5.273	70.000	5.273
1009.756	28.543	5.286	5.273	70.000	5.273	5.286	70.000	5.286
1009.806	28.492	5.294	5.286	70.000	5.286	5.294	70.000	5.294
1009.856	28.462	5.288	5.294	70.000	5.294	5.288	70.000	5.288
1009.906	28.425	5.323	5.288	70.000	5.288	5.323	70.000	5.323
1009.956	28.382	5.327	5.323	70.000	5.323	5.327	70.000	5.327
1010.003	28.350	5.345	5.327	70.000	5.327	5.345	70.000	5.345
1010.056	28.300	5.378	5.345	70.000	5.345	5.378	70.000	5.378
1010.106	28.248	5.396	5.378	70.000	5.378	5.396	70.000	5.396
1010.156	28.220	5.431	5.396	70.000	5.396	5.431	70.000	5.431
1010.206	28.166	5.456	5.431	70.000	5.431	5.456	70.000	5.456
1010.256	28.137	5.428	5.456	70.000	5.456	5.428	70.000	5.428
1010.307	28.107	5.433	5.428	70.000	5.428	5.433	70.000	5.433
1010.358	28.066	5.433	5.433	70.000	5.433	5.433	70.000	5.433
1010.406	28.035	5.450	5.433	70.000	5.433	5.450	70.000	5.450
1010.456	28.024	5.453	5.450	70.000	5.450	5.453	70.000	5.453
1010.506	28.020	5.436	5.453	70.000	5.453	5.436	70.000	5.436
1010.556	28.038	5.419	5.436	70.000	5.436	5.419	70.000	5.419
1010.603	28.061	5.403	5.419	70.000	5.419	5.403	70.000	5.403
1010.656	28.090	5.420	5.403	70.000	5.403	5.420	70.000	5.420
1010.703	28.114	5.445	5.420	70.000	5.420	5.445	70.000	5.445
1010.756	28.151	5.441	5.445	70.000	5.445	5.441	70.000	5.441
1010.806	28.207	5.437	5.441	70.000	5.441	5.437	70.000	5.437
1010.856	28.233	5.414	5.437	70.000	5.437	5.414	70.000	5.414
1010.903	28.280	5.388	5.414	70.000	5.414	5.388	70.000	5.388
1010.957	28.325	5.333	5.388	70.000	5.388	5.333	70.000	5.333
1011.003	28.367	5.304	5.333	70.000	5.333	5.304	70.000	5.304
1011.056	28.399	5.290	5.304	70.000	5.304	5.290	70.000	5.290
1011.108	28.438	5.285	5.290	70.000	5.290	5.285	70.000	5.285
1011.157	28.458	5.298	5.285	70.000	5.285	5.298	70.000	5.298
1011.206	28.494	5.304	5.298	70.000	5.298	5.304	70.000	5.304
1011.256	28.515	5.338	5.304	70.000	5.304	5.338	70.000	5.338
1011.306	28.555	5.333	5.338	70.000	5.338	5.333	70.000	5.333
1011.356	28.595	5.332	5.333	70.000	5.333	5.332	70.000	5.332
1011.404	28.624	5.330	5.332	70.000	5.332	5.330	70.000	5.330
1011.456	28.661	5.356	5.330	70.000	5.330	5.356	70.000	5.356
1011.506	28.737	5.384	5.356	70.000	5.356	5.384	70.000	5.384
1011.557	28.746	5.380	5.384	70.000	5.384	5.380	70.000	5.380
1011.606	28.784	5.399	5.380	70.000	5.380	5.399	70.000	5.399
1011.657	28.830	5.425	5.399	70.000	5.399	5.425	70.000	5.425
1011.706	28.860	5.428	5.425	70.000	5.425	5.428	70.000	5.428
1011.757	28.895	5.411	5.428	70.000	5.428	5.411	70.000	5.411
1011.802	28.932	5.407	5.411	70.000	5.411	5.407	70.000	5.407
1011.856	28.980	5.403	5.407	70.000	5.407	5.403	70.000	5.403
1011.906	29.013	5.398	5.403	70.000	5.403	5.398	70.000	5.398
1011.956	29.034	5.403	5.398	70.000	5.398	5.403	70.000	5.403
1012.005	29.074	5.419	5.403	70.000	5.403	5.419	70.000	5.419
1012.056	29.108	5.427	5.419	70.000	5.419	5.427	70.000	5.427
1012.106	29.125	5.415	5.427	70.000	5.427	5.415	70.000	5.415
1012.154	29.176	5.408	5.415	70.000	5.415	5.408	70.000	5.408
1012.206	29.205	5.394	5.408	70.000	5.408	5.394	70.000	5.394
1012.256	29.231	5.404	5.394	70.000	5.394	5.404	70.000	5.404
1012.307	29.271	5.402	5.404	70.000	5.404	5.402	70.000	5.402
1012.356	29.293	5.411	5.402	70.000	5.402	5.411	70.000	5.411
1012.407	29.356	5.410	5.411	70.000	5.411	5.410	70.000	5.410
1012.456	29.376	5.388	5.410	70.000	5.410	5.388	70.000	5.388
1012.506	29.422	5.403	5.388	70.000	5.388	5.403	70.000	5.403
1012.556	29.451	5.399	5.403	70.000	5.403	5.399	70.000	5.399
1012.602	29.496	5.409	5.399	70.000	5.399	5.409	70.000	5.409
1012.657	29.543	5.425	5.409	70.000	5.409	5.425	70.000	5.425
1012.706	29.571	5.403	5.425	70.000	5.425	5.403	70.000	5.403
1012.757	29.601	5.384	5.403	70.000	5.403	5.384	70.000	5.384
1012.806	29.639	5.378	5.384	70.000	5.384	5.378	70.000	5.378
1012.857	29.670	5.376	5.378	70.000	5.378	5.376	70.000	5.376
1012.906	29.692	5.345	5.376	70.000	5.376	5.345	70.000	5.345
1012.956	29.721	5.326	5.345	70.000	5.345	5.326	70.000	5.326
1013.007	29.744	5.313	5.326	70.000	5.326	5.313	70.000	5.313
1013.057	29.761	5.313	5.313	70.000	5.313	5.313	70.000	5.313
1013.106	29.765	5.310	5.313	70.000	5.313	5.310	70.000	5.310
1013.154	29.783	5.290	5.310	70.000	5.310	5.290	70.000	5.290
1013.206	29.799	5.265	5.290	70.000	5.290	5.265	70.000	5.265
1013.257	29.816	5.226	5.265	70.000	5.265	5.226	70.000	5.226
1013.306	29.838	5.195	5.226	70.000	5.226	5.195	70.000	5.195
1013.357	29.872	5.197	5.195	70.000	5.195	5.197	70.000	5.197
1013.406	29.886	5.227	5.197	70.000	5.197	5.227	70.000	5.227
1013.455	29.922	5.263	5.227	70.000	5.227	5.263	70.000	5.263
1013.506	29.949	5.272	5.263	70.000	5.263	5.272	70.000	5.272
1013.556	29.969	5.292	5.272	70.000	5.272	5.292	70.000	5.292
1013.605	29.991	5.311	5.292	70.000	5.292	5.311	70.000	5.311
1013.657	30.002	5.316	5.311	70.000	5.311	5.316	70.000	5.316
1013.702	30.010	5.316	5.316	70.000	5.316	5.316	70.000	5.316
1013.754	30.014	5.306	5.316	70.000	5.316	5.306	70.000	5.306
1013.806	30.008	5.303	5.306	70.000	5.306	5.303	70.000	5.303
1013.856	29.995	5.310	5.303	70.000	5.303	5.310	70.000	5.310
1013.907	29.987	5.312	5.310	70.000	5.310	5.312	70.000	5.312
1013.953	29.976	5.311	5.312	70.000	5.312	5.311	70.000	5.311
1014.005	29.948	9.642	70.000	70.000	70.000	9.642	70.000	9.642
1014.057	29.948	7.434	9.642	70.000	9.642	7.434	70.000	7.434
1014.106	29.943	6.536	7.434	70.000	7.434	6.536	70.000	7.190
1014.157	29.914	6.089	6.536	70.000	6.536	6.089	70.000	6.089
1014.206	29.900	5.815	6.089	70.000	6.089	5.815	70.000	5.815
1014.257	29.869	5.663	5.815	70.000	5.815	5.663	70.000	5.663
1014.306	29.845	5.561	5.663	70.000	5.663	5.561	70.000	5.561
1014.356	29.826	5.459	5.561	70.000	5.561	5.459	70.000	5.459
1014.407	29.804	5.388	5.459	70.000	5.459	5.388	70.000	5.388
1014.457	29.779	5.352	5.388	70.000	5.388	5.352	70.000	5.352
1014.507	29.766	5.331	5.352	70.000	5.352	5.331	70.000	5.331
1014.556	29.738	5.354	5.331	70.000	5.331	5.354	70.000	5.354
1014.603	29.705	5.367	5.354	70.000	5.354	5.367	70.000	5.903
1014.656	29.684	5.366	5.367	70.000	5.367	5.366	70.000	5.903
1014.706	29.636	5.350	5.366	70.000	5.366	5.350	70.000	5.885
1014.757	29.604	5.338	5.350	70.000	5.350	5.338	70.000	5.871
1014.802	29.553	5.337	5.338	70.000	5.338	5.337	70.000	5.337
1014.856	29.484	5.340	5.337	70.000	5.337	5.340	70.000	5.340
1014.906	29.453	5.355	5.340	70.000	5.340	5.355	70.000	5.355
1014.957	29.403	5.374	5.355	70.000	5.355	5.374	70.000	5.374
1015.003	29.356	5.364	5.374	70.000	5.374	5.364	70.000	5.364
1015.055	29.319	5.373	5.364	70.000	5.364	5.373	70.000	5.373
1015.102	29.270	5.369	5.373	70.000	5.373	5.369	70.000	5.369
1015.157	29.238	5.353	5.369	70.000	5.369	5.353	70.000	5.353
1015.206	29.194	5.320	5.353	70.000	5.353	5.320	70.000	5.852
1015.257	29.149	5.321	5.320	70.000	5.320	5.321	70.000	5.854
1015.306	29.091	5.322	5.321	70.000	5.321	5.322	70.000	5.855
1015.357	29.047	5.326	5.322	70.000	5.322	5.326	70.000	5.858
1015.404	28.996	5.353	5.326	70.000	5.326	5.353	70.000	5.888
1015.454	28.953	5.363	5.353	70.000	5.353	5.363	70.000	5.900
1015.506	28.917	5.352	5.363	70.000	5.363	5.352	70.000	5.887
1015.556	28.896	5.381	5.352	70.000	5.352	5.381	70.000	5.381
1015.606	28.888	5.426	5.381	70.000	5.381	5.426	70.000	5.426
1015.656	28.908	5.462	5.426	70.000	5.426	5.462	70.000	5.462
1015.707	28.918	5.475	5.462	70.000	5.462	5.475	70.000	5.475
1015.756	28.944	5.501	5.475	70.000	5.475	5.501	70.000	5.501
1015.807	28.974	5.485	5.501	70.000	5.501	5.485	70.000	6.034
1015.856	28.993	5.474	5.485	70.000	5.485	5.474	70.000	6.021
1015.906	29.025	5.487	5.474	70.000	5.474	5.487	70.000	6.036
1015.952	29.048	5.481	5.487	70.000	5.487	5.481	70.000	6.029
1016.006	29.058	5.472	5.481	70.000	5.481	5.472	70.000	6.020
1016.056	29.078	5.467	5.472	70.000	5.472	5.467	70.000	6.014
1016.106	29.084	5.451	5.467	70.000	5.467	5.451	70.000	5.996
1016.152	29.094	5.421	5.451	70.000	5.451	5.421	70.000	5.963
1016.205	29.110	5.390	5.421	70.000	5.421	5.390	70.000	5.929
1016.257	29.116	5.374	5.390	70.000	5.390	5.374	70.000	5.374
